reviewID,reviewText,label,reviews
397,These are hilariously fun. We have them on the fridge so we can constantly change the sentences and make each other laugh.,0,These are hilariously fun. We have them on the fridge so we can constantly change the sentences and make each other laugh.
398,"Not quite the Hillerman formula but done well just the same. All our old friends are in this story and it looks like everything can be wrapped up if Hillerman decided would be his last. However, it looks like there is at least one more novel and probably two. In this novel, we get to be into the heads of the good guys and bad guys from the start as they banter around. An ex-CIA spy with knowledge of the oil industry is sent to find out information on how oil companies bypass paying royalty money to the First Nations Trust Fund. He ends up committing suicide with a bullet in the back. Mean while way down south Bernie now with the U.S. Customs Service gets lost, goes off the map, and puts her foot in it. Bernie's co-worker gets suspicious and tells Joe. Jim gets out some snaps; Joe gets out his maps; Bourbonette gets out the coffee and brains. They hold a committee to figure out what is happening. Will Bernie smell what she stepped in, or just walk right in to her demise? Will the cavalry arrive over the hill in time (does not look promising?) Who or what is the ""Sinister Pig?""",0,"Not quite the Hillerman formula but done well just the same. All our old friends are in this story and it looks like everything can be wrapped up if Hillerman decided would be his last. However, it looks like there is at least one more novel and probably two. In this novel, we get to be into the heads of the good guys and bad guys from the start as they banter around. An ex-CIA spy with knowledge of the oil industry is sent to find out information on how oil companies bypass paying royalty money to the First Nations Trust Fund. He ends up committing suicide with a bullet in the back. Mean while way down south Bernie now with the U.S. Customs Service gets lost, goes off the map, and puts her foot in it. Bernie's co-worker gets suspicious and tells Joe. Jim gets out some snaps; Joe gets out his maps; Bourbonette gets out the coffee and brains. They hold a committee to figure out what is happening. Will Bernie smell what she stepped in, or just walk right in to her demise? Will the cavalry arrive over the hill in time (does not look promising?) Who or what is the ""Sinister Pig?"""
399,"I was very disappointed in this item.  We thought we would get a better picture than the standard WII video cables, but definatley took a leap in the wrong direction.  I would not recommend.",0,"I was very disappointed in this item.  We thought we would get a better picture than the standard WII video cables, but definatley took a leap in the wrong direction.  I would not recommend."
400,"While mostly coffee specific words, this kit will also add variety to other kits. Word list: & a (2) about add all always am an and arabica are aroma around as at awake barista be bean begin behind better between bitter black body breakfast brew but buzz by caf caffeine can cappuccino chat choice clear clear coffee (2) cold come comfort company cream cup d dark day decaf delicious did do doughnut dream drink drop ed empty energy enjoy er es espresso every favorite fill flavor foam for French fresh friend from froth full go good goodness grind ground has have he head her here him his hot how I (2) if imagine in (2) ing (2) instant invigorate is (2) it java jitter joe know latte like (2) liquid little live love ly (2) make me medium meet milk mind mocha more morning move mud mug must my (2) need no not of (2) on only or organic our out over pastry peace percolate perfect pot pour press r regular relax rich roast s (2) savor see sense share she shop shot sip smoke smoky smooth so some steam stir sugar sweet taste than that the (2) then there they thing this though through time to together too try up us use was water we were who why will with would y you",1,"While mostly coffee specific words, this kit will also add variety to other kits. Word list: & a (2) about add all always am an and arabica are aroma around as at awake barista be bean begin behind better between bitter black body breakfast brew but buzz by caf caffeine can cappuccino chat choice clear clear coffee (2) cold come comfort company cream cup d dark day decaf delicious did do doughnut dream drink drop ed empty energy enjoy er es espresso every favorite fill flavor foam for French fresh friend from froth full go good goodness grind ground has have he head her here him his hot how I (2) if imagine in (2) ing (2) instant invigorate is (2) it java jitter joe know latte like (2) liquid little live love ly (2) make me medium meet milk mind mocha more morning move mud mug must my (2) need no not of (2) on only or organic our out over pastry peace percolate perfect pot pour press r regular relax rich roast s (2) savor see sense share she shop shot sip smoke smoky smooth so some steam stir sugar sweet taste than that the (2) then there they thing this though through time to together too try up us use was water we were who why will with would y you"
401,Very good writing.  I miss Tony HIllerman.,0,Very good writing.  I miss Tony HIllerman.
402,"The video quality is fine but if you have your hdmi plugged directly into your tv and have a separate receiver for audio, the cables are way too short to fit in both, so right now if I want to use the better video signal, I have to use the tv audio. I'll try to rip open the cables to make them reach but this is really a design flaw, although many newer receivers have hdmi connectors on them, there are a lot that don't.",0,"The video quality is fine but if you have your hdmi plugged directly into your tv and have a separate receiver for audio, the cables are way too short to fit in both, so right now if I want to use the better video signal, I have to use the tv audio. I'll try to rip open the cables to make them reach but this is really a design flaw, although many newer receivers have hdmi connectors on them, there are a lot that don't."
403,So... I'm probably the most oblivious person possible - but I thought this was about cats when I bought it for a present. so if anyone out there is as dense as me (doubtful) be forewarned it's *thinly* veiled sexual innuendo.,1,So... I'm probably the most oblivious person possible - but I thought this was about cats when I bought it for a present. so if anyone out there is as dense as me (doubtful) be forewarned it's *thinly* veiled sexual innuendo.
404,This product is very good and works fine. Buy it if you want it. it lets your we display in HD format of 480p which looks alittle better than normal Av cable it comes with. To the untrained eye you might not even notice the diffrence.,0,This product is very good and works fine. Buy it if you want it. it lets your we display in HD format of 480p which looks alittle better than normal Av cable it comes with. To the untrained eye you might not even notice the diffrence.
405,Hilarious. There are always new sentences on the fridge. Even the neighbor's get in on the laughs.,0,Hilarious. There are always new sentences on the fridge. Even the neighbor's get in on the laughs.
406,Just in time for alzheimers onset.  I can read them all over again!  Seriously Hillerman tells an excellent story and you get a window into another culture in the background.,0,Just in time for alzheimers onset.  I can read them all over again!  Seriously Hillerman tells an excellent story and you get a window into another culture in the background.
407,"I believe this was Tony Hillerman's last work before his death?  If so, it is a fitting last hurrah to a stellar writing career.  Plot,  characterization, dialogue were all imaginative and superbly written.  It is a story of good (Leaphorn and Chee) and innocence (Bernadette Manuelito) vs super-rich and powerful evil, and a man who redeems himself from evil through his love for a good, although flawed, woman.  Good, innocence, and redemption, after much suspense emerge victorious, of course, and my only disappointment is that the author did not give the villain a more fitting end.  I will miss Hillerman and his characters, his respect for American Indian culture, and the thoroughly Catholic world view that underlies his novels.  Requiescat in Pace.",0,"I believe this was Tony Hillerman's last work before his death?  If so, it is a fitting last hurrah to a stellar writing career.  Plot,  characterization, dialogue were all imaginative and superbly written.  It is a story of good (Leaphorn and Chee) and innocence (Bernadette Manuelito) vs super-rich and powerful evil, and a man who redeems himself from evil through his love for a good, although flawed, woman.  Good, innocence, and redemption, after much suspense emerge victorious, of course, and my only disappointment is that the author did not give the villain a more fitting end.  I will miss Hillerman and his characters, his respect for American Indian culture, and the thoroughly Catholic world view that underlies his novels.  Requiescat in Pace."
408,works perfectly with my wii u game pad,0,works perfectly with my wii u game pad
409,so fun!,0,so fun!
410,"Moves Jim and Bernadette along--with some dope dealers.  Another ""sinister Easterner disturbs hotzo"" yarn, complete with some good bad guys.",0,"Moves Jim and Bernadette along--with some dope dealers.  Another ""sinister Easterner disturbs hotzo"" yarn, complete with some good bad guys."
411,"My 5 year old son decided to murder my gamepad, and this is EXACTLY what i needed to repair it. The damage appeared to be from a red ink pen which he furiously scrubbed into the screen after he removed my screen protector(not a good day for anyone). The touch screen and its hard cover were both damaged. Before you buy this part, look up some youtube videos on how to replace it, and decide if you're comfortable doing this.. It took me about an hour or two, to cautiously tear apart, and replace it. You will also need a special tri wing screwdriver to open the casing. It's nothing overly complicated, but you will be tearing your gamepad down to its bare bones since the screen in on the ""bottom"" of the device. The screen i received had black trim on the front, which matched my black gamepad. Your mileage may vary on the color since it didn't specify in the item listing. In the end, I replaced the screen and saved myself the pain of buying a new/used/refurb gamepad for $150-$180. If done properly, no one will ever know you opened the gamepad. There are no seals to break, or anything that would tip off Nintendo or Gamestop that you've tampered with it, in the event you send it in for warranty or trade it in.",1,"My 5 year old son decided to murder my gamepad, and this is EXACTLY what i needed to repair it. The damage appeared to be from a red ink pen which he furiously scrubbed into the screen after he removed my screen protector(not a good day for anyone). The touch screen and its hard cover were both damaged. Before you buy this part, look up some youtube videos on how to replace it, and decide if you're comfortable doing this.. It took me about an hour or two, to cautiously tear apart, and replace it. You will also need a special tri wing screwdriver to open the casing. It's nothing overly complicated, but you will be tearing your gamepad down to its bare bones since the screen in on the ""bottom"" of the device. The screen i received had black trim on the front, which matched my black gamepad. Your mileage may vary on the color since it didn't specify in the item listing. In the end, I replaced the screen and saved myself the pain of buying a new/used/refurb gamepad for $150-$180. If done properly, no one will ever know you opened the gamepad. There are no seals to break, or anything that would tip off Nintendo or Gamestop that you've tampered with it, in the event you send it in for warranty or trade it in."
412,These are fun to have around.. Always gets attention.,0,These are fun to have around.. Always gets attention.
413,Many good characters and story lines.  Only one character's story is completed at the end of the book.  Leaves you wanting more story about what happens to the everyone else.,0,Many good characters and story lines.  Only one character's story is completed at the end of the book.  Leaves you wanting more story about what happens to the everyone else.
414,"the installation took a bit of work, youtube video's help quite a bit. but what the video I watched DID NOT MENTION, is that if you replace your touch screen with this, then you'll see a very noticeable silver boarder around your screen, that is from the LCD panel it's self. you'll need your old screen, SO DON'T TROW it out yet, you'll need to pry off the plastic black square (carefully) and place it on your new touch screen. With this installed, the black square will cover up the silver boarder, and make your tablet look just like when it was fresh out of the box!",1,"the installation took a bit of work, youtube video's help quite a bit. but what the video I watched DID NOT MENTION, is that if you replace your touch screen with this, then you'll see a very noticeable silver boarder around your screen, that is from the LCD panel it's self. you'll need your old screen, SO DON'T TROW it out yet, you'll need to pry off the plastic black square (carefully) and place it on your new touch screen. With this installed, the black square will cover up the silver boarder, and make your tablet look just like when it was fresh out of the box!"
415,"These are great, but not nearly as many f-bombs as one would expect. May want to consider buying the original poetry kit as well for more options. There are a decent amount of words in here, but some more descriptive terms would be helpful.",0,"These are great, but not nearly as many f-bombs as one would expect. May want to consider buying the original poetry kit as well for more options. There are a decent amount of words in here, but some more descriptive terms would be helpful."
416,Tony Hillerman has done it again!! He is such a great storyteller;and I absolutely loved Bernie 's character in this book.,0,Tony Hillerman has done it again!! He is such a great storyteller;and I absolutely loved Bernie 's character in this book.
417,It works!,1,It works!
418,Great secret santa gift for a weather person,0,Great secret santa gift for a weather person
419,"If you like Tony Hillerman's characters and style of writing, this book does not disappoint.  Another good read from a good writer.",0,"If you like Tony Hillerman's characters and style of writing, this book does not disappoint.  Another good read from a good writer."
420,I enjoyed the first Hawx game. However they left out some key things in Hawx 2 1) No coop mode - I really enjoyed that 2) Can't choose your own plane right off the bat. You have to use whatever they tell you. Those two things will make me not play this game anymore!,1,I enjoyed the first Hawx game. However they left out some key things in Hawx 2 1) No coop mode - I really enjoyed that 2) Can't choose your own plane right off the bat. You have to use whatever they tell you. Those two things will make me not play this game anymore!
421,Fun,0,Fun
422,"I gave this book five stars because it is fast paced, suspenseful, and a good time. It builds up the characters in new ways, and brings closure to some ongoing story lines.",0,"I gave this book five stars because it is fast paced, suspenseful, and a good time. It builds up the characters in new ways, and brings closure to some ongoing story lines."
423,"Anyone who has ever played a flight sim can tell this is not like A10-warthog just by reading the info on the game. This is an arcade type game with some sim stuff add to make it sell more and be kind of fun and fast to play. Sometimes we all just want to blow the (blank) out of things and unwind. This is fairly well made and the graphics are ok for what it is(a game). If you want a real flight sim this is not it. If you just want to get online and have some fun with others for a while this is it. The target aircraft can do hard right and left turns that would take the wings of any aircraft and thats not right but this is a game and not a sim. This was made sometime ago and graphics have come along way but it is ok for it's time. You will not have any issues installing this or running this game on most systems with a gtx460 or better. You can max out all setting with one evga gtx560ti 2gb video card. The install dose take some time to get done and it will update for you when you run the sim the first time. This all takes 30min or so counting the install of the game. It is what it is and thats a game not a flight sim but it is fun to play a few hours now and then. I have a solid system and have had no issues running this at all. If you are looking for a real flight sim that has ture reallistic flight of the aircraft and working cockpits, this is not for you. Try A10-warthog or wings over europe or wings over vietnam or IL-2. These are flight sims and run well on any solid sysetm with xp or windows 7 running.",0,"Anyone who has ever played a flight sim can tell this is not like A10-warthog just by reading the info on the game. This is an arcade type game with some sim stuff add to make it sell more and be kind of fun and fast to play. Sometimes we all just want to blow the (blank) out of things and unwind. This is fairly well made and the graphics are ok for what it is(a game). If you want a real flight sim this is not it. If you just want to get online and have some fun with others for a while this is it. The target aircraft can do hard right and left turns that would take the wings of any aircraft and thats not right but this is a game and not a sim. This was made sometime ago and graphics have come along way but it is ok for it's time. You will not have any issues installing this or running this game on most systems with a gtx460 or better. You can max out all setting with one evga gtx560ti 2gb video card. The install dose take some time to get done and it will update for you when you run the sim the first time. This all takes 30min or so counting the install of the game. It is what it is and thats a game not a flight sim but it is fun to play a few hours now and then. I have a solid system and have had no issues running this at all. If you are looking for a real flight sim that has ture reallistic flight of the aircraft and working cockpits, this is not for you. Try A10-warthog or wings over europe or wings over vietnam or IL-2. These are flight sims and run well on any solid sysetm with xp or windows 7 running."
424,Great,0,Great
425,"While most of Hillermans Joe Leaphorn novels rest on a strong sense of place, this one could take place almost anywhere. It also shifts the focus from the retired Leaphorn to Jim Chee and especially Bernie Manuelito.  I found some of their decisions puzzling, to say the least. The plot here is also weaker than others. The story rests on a device that I have seen elsewhere, in both film and novels, including a variant in one of the older James Bond movies. Its not that mysterious, and unfortunately I did not find the denouement at all credible. Still, Hillerman knows how to move a story along. Its a decent airplane read.",0,"While most of Hillermans Joe Leaphorn novels rest on a strong sense of place, this one could take place almost anywhere. It also shifts the focus from the retired Leaphorn to Jim Chee and especially Bernie Manuelito.  I found some of their decisions puzzling, to say the least. The plot here is also weaker than others. The story rests on a device that I have seen elsewhere, in both film and novels, including a variant in one of the older James Bond movies. Its not that mysterious, and unfortunately I did not find the denouement at all credible. Still, Hillerman knows how to move a story along. Its a decent airplane read."
426,This is a nice little arcade game with good graphics and some good chatter. It's fun to play with after spending time with DCS Blackshark.  It's a good shootem up. enjoyable!,0,This is a nice little arcade game with good graphics and some good chatter. It's fun to play with after spending time with DCS Blackshark.  It's a good shootem up. enjoyable!
427,"good words, could be more magnetic.",0,"good words, could be more magnetic."
428,Every Hillerman novel is wonderful and deserves multiple readings.  I even like the one written by his daughter.  I have all of Hillerman's novels (except the Vietnam one).,0,Every Hillerman novel is wonderful and deserves multiple readings.  I even like the one written by his daughter.  I have all of Hillerman's novels (except the Vietnam one).
429,"Good, not great.  Too scripted and difficult to land after missions.",0,"Good, not great.  Too scripted and difficult to land after missions."
430,Fun fun!,0,Fun fun!
431,I have been a Tony Hillerman fan for years. When I ordered this audio book it was because of the title. Listened to this story while exiting Colorado. The mountains and sand dunes were my vista. The story was light but tangled.,0,I have been a Tony Hillerman fan for years. When I ordered this audio book it was because of the title. Listened to this story while exiting Colorado. The mountains and sand dunes were my vista. The story was light but tangled.
432,excellent,0,excellent
433,"As long as you know what your are buying here, this is a fun magnet set for your fridge.  I use it for my beer fridge in the mancave.  Not kid friendly!",0,"As long as you know what your are buying here, this is a fun magnet set for your fridge.  I use it for my beer fridge in the mancave.  Not kid friendly!"
434,I was glued to every word! I'm not accustomed to hearing background info on books I love by the author.,0,I was glued to every word! I'm not accustomed to hearing background info on books I love by the author.
435,"I loved the first Hawx PC game when it came out. Playing Hawx 2 got boring after several missions, is just a shame.",0,"I loved the first Hawx PC game when it came out. Playing Hawx 2 got boring after several missions, is just a shame."
436,"These are hilarious, and a big hit on our fridge!",0,"These are hilarious, and a big hit on our fridge!"
437,"I have read many of the Hillerman books and enjoyed them immensely.  The later books, however, were not up to his earlier work, I am sorry to report.  The story gets near the end, and it seems like someone else had to finish the story.",1,"I have read many of the Hillerman books and enjoyed them immensely.  The later books, however, were not up to his earlier work, I am sorry to report.  The story gets near the end, and it seems like someone else had to finish the story."
438,"Does what it says it should do! I don't use it much now that I have a PS2 again and a Nintendo 64, but my little brothers and sisters use it, and it works just fine. Toodles!",0,"Does what it says it should do! I don't use it much now that I have a PS2 again and a Nintendo 64, but my little brothers and sisters use it, and it works just fine. Toodles!"
439,Lots of fun F bombs in this little box.  I leave notes for my hubby and guests leave them for us too.  Works well paired with more conventional magnetic poetry boxes.,0,Lots of fun F bombs in this little box.  I leave notes for my hubby and guests leave them for us too.  Works well paired with more conventional magnetic poetry boxes.
440,"This is older offering of Hillerman's, but the title intrigued me, so I ordered it.  I was not at all disappointed and learned the reason for the title to be very interesting.",0,"This is older offering of Hillerman's, but the title intrigued me, so I ordered it.  I was not at all disappointed and learned the reason for the title to be very interesting."
441,"It works fine for PS/PS2 controllers, though rumble isn't supported. In analog mode, the D-pad is mapped to buttons 13-16 instead of a hat switch as you might expect. This can mean extra configuration for some games, but it does allow it to register simultaneous presses of opposite directions (eg. left+right), which has always been one of the odd things about PlayStation controllers. In digital mode, the left stick reads as centered but the Z and Z Rotation axes (right stick) are either all the way up or down, which can cause some trouble. The N64 side doesn't work at all for me. I tried it with both an OEM Nintendo controller and an InterAct MakoPad 64 (both tested and work perfectly with a real N64). With both of them, all buttons and axes (even the ones N64 controllers don't have, like the right stick) constantly press and unpress on their own. Note that there is a switch on the left side of the unit that switches between N64 and PlayStation modes. Away from you is PlayStation (left/red LED), towards you is N64 (right/green LED). I say this because there are no instructions and the switch is completely unlabeled.",0,"It works fine for PS/PS2 controllers, though rumble isn't supported. In analog mode, the D-pad is mapped to buttons 13-16 instead of a hat switch as you might expect. This can mean extra configuration for some games, but it does allow it to register simultaneous presses of opposite directions (eg. left+right), which has always been one of the odd things about PlayStation controllers. In digital mode, the left stick reads as centered but the Z and Z Rotation axes (right stick) are either all the way up or down, which can cause some trouble. The N64 side doesn't work at all for me. I tried it with both an OEM Nintendo controller and an InterAct MakoPad 64 (both tested and work perfectly with a real N64). With both of them, all buttons and axes (even the ones N64 controllers don't have, like the right stick) constantly press and unpress on their own. Note that there is a switch on the left side of the unit that switches between N64 and PlayStation modes. Away from you is PlayStation (left/red LED), towards you is N64 (right/green LED). I say this because there are no instructions and the switch is completely unlabeled."
442,"nice set, really funny. But like the other user said, it's best if you have the original set. I bought that too and it makes it a lot easier to put things together.",0,"nice set, really funny. But like the other user said, it's best if you have the original set. I bought that too and it makes it a lot easier to put things together."
443,"I have read all of the Leaphorn/Chee mysteries, I was disappointed when Mr. Hillerman passed away, and was no longer writing any more of these great mysteries.",0,"I have read all of the Leaphorn/Chee mysteries, I was disappointed when Mr. Hillerman passed away, and was no longer writing any more of these great mysteries."
444,"I was interested in this product for the n64 part.  Retrolink makes SNES and NES controllers for PC but no N64. Trying to get a PS2 controller to work on a PC is stupid because every major PC gamepad company has a PS2 copy of their controller that goes through native USB. I tried all of the following on Windows XP SP3 32 bit and GNU/Linux Kernel 2.6+, same results. PS1 Controller: (Both official Sony controllers) Dualshock (Analog sticks): Worked, but the back L and R buttons (L2 and R2) would not trigger.  Both analog sticks tracked perfectly. Original (No Analog sticks): Worked perfect.  Back L and R buttons work. PS2 MadCatz Controller: Didn't work at all.  It was however a madcatz and not an official sony controller. Had no authentic ps2 controllers to test. N64: I had two controllers to test with it. Transparent purple:  Every button worked, but the analog stick would not go %100.  Jamming it to the right shows only a slight movement even though I moved it %100.  Windows configuration was impossible since the C buttons kept firing like someone was pressing them all madly. Gray:  All buttons worked but the analog stick and all of the C buttons went haywire and fired constantly. Maybe I got a bad one, but I really think this thing sucks. If you're looking for a usb adapter for N64 controllers, try&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/May-Flash-N64-Controller-Adapter-for-PC-USB/dp/B002B9FIUU/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">May Flash N64 Controller Adapter for PC USB</a>. If you're looking for a usb version of a PS2/PS1 controller, go for the&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Logitech-Dual-Action-Game-Pad-USB/dp/B0000ALFCI/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Logitech Dual Action Game Pad USB</a>.",1,"I was interested in this product for the n64 part.  Retrolink makes SNES and NES controllers for PC but no N64. Trying to get a PS2 controller to work on a PC is stupid because every major PC gamepad company has a PS2 copy of their controller that goes through native USB. I tried all of the following on Windows XP SP3 32 bit and GNU/Linux Kernel 2.6+, same results. PS1 Controller: (Both official Sony controllers) Dualshock (Analog sticks): Worked, but the back L and R buttons (L2 and R2) would not trigger.  Both analog sticks tracked perfectly. Original (No Analog sticks): Worked perfect.  Back L and R buttons work. PS2 MadCatz Controller: Didn't work at all.  It was however a madcatz and not an official sony controller. Had no authentic ps2 controllers to test. N64: I had two controllers to test with it. Transparent purple:  Every button worked, but the analog stick would not go %100.  Jamming it to the right shows only a slight movement even though I moved it %100.  Windows configuration was impossible since the C buttons kept firing like someone was pressing them all madly. Gray:  All buttons worked but the analog stick and all of the C buttons went haywire and fired constantly. Maybe I got a bad one, but I really think this thing sucks. If you're looking for a usb adapter for N64 controllers, try&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/May-Flash-N64-Controller-Adapter-for-PC-USB/dp/B002B9FIUU/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">May Flash N64 Controller Adapter for PC USB</a>. If you're looking for a usb version of a PS2/PS1 controller, go for the&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Logitech-Dual-Action-Game-Pad-USB/dp/B0000ALFCI/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Logitech Dual Action Game Pad USB</a>."
445,"Tony HIllerman books are always excellent reading. If you haven't read any, don't wait any longer. kWorth your time and money.",0,"Tony HIllerman books are always excellent reading. If you haven't read any, don't wait any longer. kWorth your time and money."
446,I can't get full range on the analog stick.  I can't find any other adapter except this one on the internet... as though this is the end-all be-all answer we were looking for.,1,I can't get full range on the analog stick.  I can't find any other adapter except this one on the internet... as though this is the end-all be-all answer we were looking for.
447,"UPDATE: These have since come down as they were leaving small rusty scratches/marks on my stainless steel fridge. I've since been scolded for using magnets on stainless steel but it was fun while it lasted! My new apartment was a feeling a bit delicate and stodgy so I figured I needed something to spice the place up and this did the trick.  This would make a great gag-gift for anyone and I have consistently find myself in front of the fridge constructing angry limericks and reminders.  There's definitely a plethora of ""f-words"" (can you write the actual word in a review?) and not much variety otherwise so if you're looking to construct more involved passages or monologues I'd recommend stocking up on a couple other magnet sets.  Overall though, this is hilarious and I'd recommend it to anyone with a sailor's mouth and/or a sense of humor (sidenote: when taking apart the magnet sheets be careful as they can rip beyond the perforated lines.)",0,"UPDATE: These have since come down as they were leaving small rusty scratches/marks on my stainless steel fridge. I've since been scolded for using magnets on stainless steel but it was fun while it lasted! My new apartment was a feeling a bit delicate and stodgy so I figured I needed something to spice the place up and this did the trick.  This would make a great gag-gift for anyone and I have consistently find myself in front of the fridge constructing angry limericks and reminders.  There's definitely a plethora of ""f-words"" (can you write the actual word in a review?) and not much variety otherwise so if you're looking to construct more involved passages or monologues I'd recommend stocking up on a couple other magnet sets.  Overall though, this is hilarious and I'd recommend it to anyone with a sailor's mouth and/or a sense of humor (sidenote: when taking apart the magnet sheets be careful as they can rip beyond the perforated lines.)"
448,Have read most of Tony Hillerman's novels. I always enjoy his Chee and Leaphorn stories. I wish all of them were available for my Kindle Fire.,0,Have read most of Tony Hillerman's novels. I always enjoy his Chee and Leaphorn stories. I wish all of them were available for my Kindle Fire.
449,My son sayes he is still learning how to customize the levels and is having some trouble changing ships. He liked 2006 better as it is easier to use. Will get in there and read the book..,1,My son sayes he is still learning how to customize the levels and is having some trouble changing ships. He liked 2006 better as it is easier to use. Will get in there and read the book..
450,"You need to get another pack of more basic words to really get going, but it's a great pack",0,"You need to get another pack of more basic words to really get going, but it's a great pack"
451,I really appreciate his writing style and love the twists and turns his stories take. The last 3 books I have not yet read in paperback I have now read on my kindle.,0,I really appreciate his writing style and love the twists and turns his stories take. The last 3 books I have not yet read in paperback I have now read on my kindle.
452,So I got this and first it was kind of tedious but then I added weather and well the titanic in a hurricane can be a hoot I got 08 cause my laptop is horridly slow but when I get my hands on more computer power I'm going to get ship simulator extremes you tube gives you a good idea what to expect check it out there and see if its for you,0,So I got this and first it was kind of tedious but then I added weather and well the titanic in a hurricane can be a hoot I got 08 cause my laptop is horridly slow but when I get my hands on more computer power I'm going to get ship simulator extremes you tube gives you a good idea what to expect check it out there and see if its for you
453,Perfect for recent grad headed for college with her magnetic white board. thought she and friends could have fun with this!,0,Perfect for recent grad headed for college with her magnetic white board. thought she and friends could have fun with this!
454,"Officer Bernadette Manuelito is a good investigator  intrepid, clever and resourceful. But it's these very qualities that seem to get her in difficulties. Now she's no longer a cop working for Sergeant Chee at Shiprock. Partly to forget Chee, who's failing to get romantic, she takes a job on the Mexican border. There she encounters some shady characters and dicey situations on a mysterious ranch stocked with exotic game animals. Chee meanwhile is occupied with a mysteriously well-dressed unidentified dead body. Leaphorn too gets involved in this case.  But neither is too busy to worry about Bernie and get involved in her complications. Bernie gets a quick education on border patrolling, and so do we. There is a wonderfully despicable villain in the plot, and an unexpected hero. Chee's best friend Cowboy Dashee also plays a role. He's an Apache and prone to poke fun at Navajos, the heredity enemy of his tribe. His quips are always amusing. The Leaphorn and Chee mysteries are consistently delightful, with clever plots, tense action, engaging characters, terrific atmosphere, and always a fascinating picture of Native American culture in New Mexico. But I will add that my husband, a fellow Hillerman fan, found this book a bit weak with the contrivance of too many coincidences. I also read in a book by Anne Hillerman that The Sinister Pig gave Hillerman the most trouble of all his books, because he was less familiar with the location. I love these books so much that I'm not critical of the contrivances. But see what you think.",0,"Officer Bernadette Manuelito is a good investigator  intrepid, clever and resourceful. But it's these very qualities that seem to get her in difficulties. Now she's no longer a cop working for Sergeant Chee at Shiprock. Partly to forget Chee, who's failing to get romantic, she takes a job on the Mexican border. There she encounters some shady characters and dicey situations on a mysterious ranch stocked with exotic game animals. Chee meanwhile is occupied with a mysteriously well-dressed unidentified dead body. Leaphorn too gets involved in this case.  But neither is too busy to worry about Bernie and get involved in her complications. Bernie gets a quick education on border patrolling, and so do we. There is a wonderfully despicable villain in the plot, and an unexpected hero. Chee's best friend Cowboy Dashee also plays a role. He's an Apache and prone to poke fun at Navajos, the heredity enemy of his tribe. His quips are always amusing. The Leaphorn and Chee mysteries are consistently delightful, with clever plots, tense action, engaging characters, terrific atmosphere, and always a fascinating picture of Native American culture in New Mexico. But I will add that my husband, a fellow Hillerman fan, found this book a bit weak with the contrivance of too many coincidences. I also read in a book by Anne Hillerman that The Sinister Pig gave Hillerman the most trouble of all his books, because he was less familiar with the location. I love these books so much that I'm not critical of the contrivances. But see what you think."
455,"I got the ship simulator but I tried to install it an it was confusing. 1 day later I install it and this time it did work, when it was time to play it, guess what it didn't went through! It sucks! O.O",0,"I got the ship simulator but I tried to install it an it was confusing. 1 day later I install it and this time it did work, when it was time to play it, guess what it didn't went through! It sucks! O.O"
456,"Ever want your fridge to be a little more... vulgar? Well search no more because you can now have tons of vulgar and otherwise hilariously inappropriate words and phrases to adorn your alter of food (or whatever you end up putting them on). This cheap pack is a perfect addition to any of the other Magnetic Poetry series. Gives you plenty of curses, extra letters, two and three letter words, and some other random words. Definitely NSFW unless you work in a very open and awesome environment.",0,"Ever want your fridge to be a little more... vulgar? Well search no more because you can now have tons of vulgar and otherwise hilariously inappropriate words and phrases to adorn your alter of food (or whatever you end up putting them on). This cheap pack is a perfect addition to any of the other Magnetic Poetry series. Gives you plenty of curses, extra letters, two and three letter words, and some other random words. Definitely NSFW unless you work in a very open and awesome environment."
457,"You cannot go wrong with a Hillerman novel!  He has created real, sympathetic characters in Leaphorn and Chee, and treats the Navajo culture with respect and affection, and the plots are interesting and engrossing.  Get all the books!  You will not regret it.",0,"You cannot go wrong with a Hillerman novel!  He has created real, sympathetic characters in Leaphorn and Chee, and treats the Navajo culture with respect and affection, and the plots are interesting and engrossing.  Get all the books!  You will not regret it."
458,It looks interesting at the beginning but I was bored after less than 25 hours of play. Not enough variety in the missions.,0,It looks interesting at the beginning but I was bored after less than 25 hours of play. Not enough variety in the missions.
459,"I thought I'd already read all of Mr. Hillerman's mysteries, but somehow I missed this one. It was up to his usual standards and I enjoyed reading it. Mr. Hillerman's knowledge of and respect for Native American cultures and his thorough research means that I always learn something new.",0,"I thought I'd already read all of Mr. Hillerman's mysteries, but somehow I missed this one. It was up to his usual standards and I enjoyed reading it. Mr. Hillerman's knowledge of and respect for Native American cultures and his thorough research means that I always learn something new."
